id,gender,ethnicity,major,top,topOut1,topOut2,topOut3,topOut4,topOut5,topOut6,topOut7,topOut8,ae1,ae2,ae3,ae4,ae5,ae6,ae7,ae8,ae9,ae10,ae11,ae12,ae13,ae14,ae15,ae16,ae17,ae18,ae19,ae20,ae21,ae22,ae23,ae24,ae25,ae26,ae27,ae28,grit1,grit2,grit3,grit4,grit5,grit6,grit7,grit8,allReason1,allReason2,allReason3,allReason4,allReason5,allReason6,allReason7,allReason8,allReason9,allReason10,allReason11,allReason12,allReason13,allReason14
434,Woman,White,General,10_Community,2,3,3,2,3,3,4,3,3,1,3,3,2,3,3,2,2,3,4,4,4,3,3,3,3,2,2,3,3,3,3,3,1,1,1,1,,,,,,,,,1,3,3,3,3,2,3,2,3,3,1,1,3,4
435,Woman,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Man,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Woman,Black,General,12_Military,2,3,3,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Man,"White,Hispanic",General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Man,White,General,18_Sports,3,3,4,3,3,3,3,3,4,2,3,4,2,2,2,4,2,4,4,3,3,4,2,2,3,2,3,3,3,3,4,4,3,3,3,3,,,,,,,,,2,3,3,3,2,2,3,2,4,3,3,4,3,2
440,Man,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Man,6,General,18_Sports,4,4,4,1,4,3,4,4,3,1,3,3,2,1,1,3,2,3,3,4,4,3,3,4,3,3,4,4,4,3,4,4,4,4,3,4,,,,,,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,3
442,Man,White,General,,,,,,,,,,4,2,4,3,3,3,3,3,2,3,2,4,4,2,2,2,2,2,2,4,4,4,4,4,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,
443,Man,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Woman,6,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Man,White,General,20_Other,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3
446,Man,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Woman,Asian,General,,,,,,,,,,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,
448,Man,"White,Asian",General,18_Sports,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3
449,Man,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Woman,White,General,10_Community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Woman,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Woman,White,Mech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Man,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Woman,"White,Hispanic",General,2_Culture,3,3,3,3,3,3,2,4,4,4,3,4,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,3,3,3,2,4,2,3,4,4,2
455,Man,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Man,White,General,18_Sports,2,2,3,2,3,2,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,1,3,2,3,3,3,3,,,,,,,,,2,2,3,2,2,2,2,2,4,2,4,4,3,2
457,Man,Asian,Elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Man,Hawaiian,General,20_Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Woman,Asian,,,,,,,,,,,2,3,3,3,4,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,
460,Woman,White,General,1_Design,3,4,3,3,4,2,4,3,4,1,4,4,1,1,1,2,1,4,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,,,,,,,,,2,3,3,3,3,2,3,2,4,4,4,3,3,2
461,Man,White,Manage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Woman,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Woman,White,Bio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Man,White,General,12_Military,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,3,2,3,2,3,1,1,3,3,1
465,Man,Asian,General,,,,,,,,,,4,1,3,2,2,1,2,2,1,2,3,2,3,2,1,3,3,3,2,2,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,
466,Man,White,Bldg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Man,6,CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Man,White,Bldg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Woman,White,General,10_Community,2,2,2,2,3,2,2,2,3,2,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,2,2,2,2,2,2,2,2,2,3,2,2,2,2
470,Man,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Man,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Man,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Woman,3,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Woman,White,General,20_Other,2,3,4,1,3,2,1,3,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,3,2,2,3,4,3,4,4,4,1,1,3,2,,,,,,,,,4,4,4,4,1,3,4,1,4,1,3,3,1,1
475,Man,"White,Asian",General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Man,Asian,Mech,,,,,,,,,,2,2,3,2,3,3,2,3,2,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,
477,Man,Hispanic,Mech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Man,White,Bldg,12_Military,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Man,3,Mech,2_Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Man,White,Mech,16_Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Man,Asian,Indus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Man,White,Indus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Man,White,Indus,6_Fraternity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Man,White,Indus,20_Other,4,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,3,4,4,4,4,4,4,4,1
485,Man,White,Bldg,20_Other,2,3,3,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Woman,Black,Mech,1_Design,,3,4,3,4,3,4,3,4,1,4,4,1,1,1,1,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,4,4,4,4,4,4,4,4,4,4,4
488,Woman,White,Indus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Man,White,Mech,18_Sports,1,1,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Man,White,Indus,13_Music,3,4,1,3,1,1,2,4,3,2,3,3,3,3,3,3,2,3,3,3,3,4,3,3,2,3,2,3,3,3,3,3,4,4,3,3,,,,,,,,,3,3,4,3,1,2,3,1,4,2,4,4,4,1
491,Woman,White,,2_Culture,4,3,3,1,4,3,3,2,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,,,,,,,,,2,3,2,4,3,2,3,4,3,3,2,2,3,3
492,Man,White,,4_Env,3,3,4,2,4,2,4,3,4,1,4,4,1,1,2,4,1,4,4,4,4,3,4,3,2,2,3,4,4,4,4,4,4,4,4,3,,,,,,,,,2,3,2,4,3,1,2,2,4,4,4,4,4,3
493,Woman,White,,6_Fraternity,2,1,4,1,4,4,3,3,2,3,2,2,1,3,2,2,1,3,4,4,4,4,4,3,3,3,2,3,4,4,1,2,4,4,4,2,,,,,,,,,3,3,2,4,4,2,4,3,4,2,4,4,4,4
494,Man,White,,15_Professional,4,4,4,4,4,4,4,4,4,2,4,4,2,2,2,4,2,4,3,4,4,4,4,3,3,4,4,3,3,3,3,4,3,2,3,3,,,,,,,,,4,4,4,4,4,3,3,3,4,4,2,2,3,2
495,Woman,White,,2_Culture,2,4,4,1,4,4,2,3,4,3,3,1,3,2,4,1,2,3,1,3,3,4,4,4,3,2,2,2,1,1,4,2,4,4,4,4,,,,,,,,,3,3,4,4,2,1,4,4,4,2,1,2,2,3
496,Man,White,CV,7_Coeducation,2,2,2,2,2,2,3,2,4,2,3,3,2,3,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,1,,,,,,,,,3,3,3,3,2,2,2,2,2,4,2,2,2,2
497,Woman,White,CV,12_Military,4,4,4,3,4,4,4,4,3,2,3,3,2,2,3,2,2,3,3,3,3,3,3,4,4,3,3,3,3,3,4,3,3,2,2,3,,,,,,,,,4,3,3,3,3,3,4,2,4,4,3,2,3,3
498,Woman,White,,6_Fraternity,2,2,3,2,3,2,2,3,4,1,4,4,1,1,2,3,2,3,3,4,4,3,3,2,2,2,2,2,3,3,4,4,3,2,3,3,,,,,,,,,3,3,3,3,1,1,3,1,4,2,3,2,3,2
499,Woman,White,General,10_Community,3,3,3,3,3,3,3,3,4,1,4,4,2,2,2,3,2,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,2,3,3,3,3,3,3,3,3,3,3,3,3,3
500,Man,White,General,3_Eng,3,3,3,2,3,4,3,2,4,1,4,4,1,1,2,4,1,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,3,3,3,2,,,,,,,,,3,3,3,4,4,2,3,2,3,4,2,2,3,2
501,Man,White,Mech,18_Sports,2,2,3,2,3,2,2,3,4,2,3,3,2,2,2,3,2,3,3,3,3,3,4,3,3,2,2,3,3,2,4,3,3,3,3,3,,,,,,,,,2,3,2,3,2,2,3,2,4,2,4,4,2,1
502,Man,Hispanic,Mech,9_Job,2,3,,2,3,2,3,2,1,3,3,3,2,4,3,4,2,3,3,2,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,1,,,,,,,,,3,3,2,2,4,3,2,3,3,4,3,2,3,3
503,Woman,White,Mech,1_Design,4,3,4,4,4,3,4,4,3,2,3,3,2,2,2,3,2,3,4,4,4,4,4,3,4,3,3,3,4,3,4,4,3,3,3,3,,,,,,,,,3,3,4,4,4,2,3,3,3,4,2,2,3,2
504,Man,White,CV,Pre-professional,3,2,2,3,2,3,3,2,4,1,4,3,2,2,3,3,1,3,3,3,3,4,3,2,3,3,3,3,2,3,4,4,3,3,2,2,,,,,,,,,2,2,3,3,2,2,2,3,3,3,2,2,2,2
505,Woman,White,,6_Fraternity,3,3,3,2,3,3,2,3,4,2,4,4,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,,,,,,,,,4,4,4,4,2,2,3,1,4,1,4,4,4,2
506,Man,Black,CV,17_Public,3,3,4,3,,4,4,4,4,1,4,4,1,1,1,4,1,4,4,4,4,4,3,3,2,4,3,3,3,3,4,4,3,3,2,2,,,,,,,,,3,3,4,4,4,4,4,1,3,4,4,3,4,1
507,Woman,White,,16_Research,3,3,2,3,3,3,4,3,4,1,3,3,2,2,3,3,1,3,3,3,3,3,3,2,2,3,3,3,3,3,4,4,4,3,3,3,,,,,,,,,3,4,3,3,3,2,2,3,4,4,2,2,2,2
508,Woman,Asian,,2_Culture,2,2,4,3,4,3,3,3,4,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,,,,,,,,,4,4,4,4,3,2,3,3,4,2,2,3,3,2
509,Woman,White,,9_Job,4,4,4,4,4,4,4,4,4,1,4,4,3,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,4,4,4,4,4,2,4,4,4,4,4,4,4,4
510,Woman,Hispanic,CV,2_Culture,3,3,4,2,4,4,3,4,4,1,4,4,1,1,1,4,1,3,3,3,3,3,3,2,2,2,3,4,4,4,4,4,4,3,3,3,,,,,,,,,1,3,3,4,3,2,4,2,4,2,3,3,3,1
511,Woman,White,,17_Public,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,2,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,,,,,,,,,4,2,4,4,2,4,4,2,4,2,4,4,4,2
512,Woman,White,CV,18_Sports,3,3,3,2,3,2,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,3,2,2,,,,,,,,,3,3,3,3,3,2,3,2,4,2,2,3,2,2
513,Woman,White,General,2_Culture,4,4,4,4,4,2,2,4,3,2,3,2,3,3,3,4,1,4,4,4,4,4,4,3,3,4,1,2,2,2,3,3,3,2,4,1,,,,,,,,,4,3,3,4,2,4,4,4,4,2,4,4,2,3
514,Man,White,CV,9_Job,3,3,3,3,3,3,3,3,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3
515,Man,Black,General,18_Sports,3,3,3,3,4,2,3,3,3,2,2,3,3,3,2,3,2,2,2,3,4,4,2,3,2,4,2,2,3,3,3,3,3,2,4,3,,,,,,,,,2,3,3,4,4,4,4,4,4,4,4,3,2,2
516,Woman,White,CV,17_Public,3,2,3,2,4,3,3,2,4,1,4,4,1,1,2,4,2,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,,,,,,,,,3,3,3,3,3,2,4,2,3,3,3,3,3,2
517,Woman,"White,Asian",,16_Research,3,3,2,3,3,2,4,3,4,1,4,4,1,1,1,4,2,4,4,4,4,3,3,4,3,2,3,4,4,4,4,4,4,4,4,4,,,,,,,,,2,3,1,3,3,3,3,2,4,4,2,2,3,2
518,Trans*,Asian,CV,10_Community,4,4,4,4,4,4,4,4,4,2,3,3,2,2,2,3,2,3,2,3,3,4,3,4,3,3,3,3,3,4,4,4,3,4,3,3,,,,,,,,,2,1,1,4,4,1,4,1,4,4,1,1,4,1
519,Woman,White,,16_Research,4,4,4,4,3,4,3,4,4,2,4,4,2,2,3,4,1,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,3,3,3,,,,,,,,,2,4,4,4,2,4,4,2,4,2,4,4,4,2
520,Woman,Asian,Indus,17_Public,3,2,3,3,3,3,3,3,4,1,4,4,2,2,2,3,1,3,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,,,,,,,,,3,3,3,4,3,3,4,2,3,3,4,4,4,3
521,Woman,White,,2_Culture,4,2,4,4,4,4,3,4,4,1,4,4,1,1,2,4,1,4,4,4,4,3,3,3,4,2,3,4,4,4,4,4,4,4,4,4,,,,,,,,,3,3,4,4,4,3,3,3,4,4,4,4,4,3
522,Woman,"White,Asian",,15_Professional,3,2,4,3,3,3,4,3,4,1,4,3,1,1,1,4,1,3,4,4,4,4,3,3,2,3,4,3,3,3,4,4,4,4,3,3,,,,,,,,,3,4,4,4,4,4,4,4,4,4,3,2,4,1
523,Man,Asian,Mech,15_Professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Woman,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Man,Asian,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Man,6,Mech,,,,,,,,,,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,
527,Man,White,Indus,1_Design,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,2,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,,,,,,,,,3,3,3,3,2,2,3,3,3,3,3,3,3,3
528,Man,White,General,18_Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Man,"White,Asian",Mech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Woman,Asian,Mech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Man,White,Mech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Man,Native,CV,2_Culture,4,3,3,3,4,4,3,4,3,2,3,3,3,4,3,3,1,3,3,4,4,3,3,2,3,3,2,3,3,3,3,3,4,3,4,4,,,,,,,,,3,3,4,4,3,3,4,3,4,2,2,4,2,4
533,Man,Asian,Elec,10_Community,3,3,4,2,3,3,3,3,4,3,4,3,2,1,1,3,1,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,,,,,,,,,3,4,3,3,3,3,3,2,4,2,3,3,4,1
534,Man,White,Indus,9_Job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Man,White,General,9_Job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Woman,White,CV,9_Job,4,3,4,2,4,4,4,3,3,1,3,3,3,3,3,2,2,3,4,4,4,4,4,3,2,3,3,3,3,3,2,3,3,3,3,3,,,,,,,,,3,3,2,4,2,2,4,2,4,3,2,4,2,2
537,Man,White,General,,,,,,,,,,4,1,4,4,1,2,2,4,1,4,3,4,4,3,4,3,3,3,3,4,4,4,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,
538,Man,"other,3",Mech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Man,3,Mech,17_Public,4,4,4,2,3,2,2,3,4,1,4,3,2,3,3,2,1,4,4,4,4,4,3,2,3,3,2,4,4,3,3,3,4,4,4,4,,,,,,,,,1,4,4,4,2,3,3,1,3,2,2,2,3,1
540,Woman,White,Indus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Woman,Asian,Elec,20_Other,2,4,2,2,2,2,4,2,4,2,4,4,2,2,2,4,2,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,2,,,,,,,,,2,4,2,2,2,2,2,2,4,4,2,2,2,2
542,Man,White,CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Woman,White,General,3_Eng,3,3,4,3,3,3,4,3,3,1,2,3,2,2,3,4,2,3,3,4,4,3,3,2,3,2,2,3,3,3,2,3,2,2,2,2,3,2,3,4,3,2,3,3,3,4,4,4,2,2,3,2,4,4,3,2,3,1
544,Man,3,Bldg,20_Other,4,4,4,4,4,4,4,4,3,2,3,4,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,2
545,Man,White,General,5_Film,3,3,3,3,3,2,3,3,3,2,1,2,4,4,2,2,3,4,4,4,4,4,3,3,4,3,3,2,3,2,3,3,1,3,1,3,,,,,,,,,3,4,4,4,4,1,3,3,4,3,3,1,3,1
546,Woman,White,,18_Sports,3,1,4,1,4,2,2,4,4,1,4,4,2,2,2,3,1,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,3,4,2,3,2,4,4,4,3,4,4,1,2,3,2,1
547,Woman,White,Elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Man,"Asian,3",Elec,16_Research,4,4,3,4,3,2,4,4,4,1,4,4,3,2,3,4,2,4,1,3,3,4,3,3,3,2,3,4,4,4,4,4,3,3,3,3,4,2,3,2,3,2,2,2,3,2,3,4,1,1,2,3,4,4,1,1,1,3
549,Man,White,Mech,16_Research,4,,3,3,3,4,4,4,4,1,4,3,2,2,2,3,2,4,3,3,3,4,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,2,4,3,1,4,4,3,4,3,3,2,1,3,3,4,3,3,3,4,1
550,Man,White,Mech,16_Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Man,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Man,"White,Hispanic",Indus,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,
553,Woman,White,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Woman,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Man,Hispanic,,9_Job,4,4,4,3,4,4,4,4,4,1,4,3,1,1,1,4,2,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,4,4,4,4,3,4,1,2,4,1
556,Woman,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Man,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Woman,White,,20_Other,4,4,4,3,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Woman,White,,18_Sports,3,3,4,2,4,2,3,3,3,2,3,3,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,2,4,2,2,4,4,2,3,3,3,2,2,3,2,3,3,3,3,3,1
560,Man,White,,,,,,,,,,,3,2,3,3,2,2,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,4,2,2,4,4,,,,,,,,,,,,,,
561,Woman,White,,9_Job,2,2,3,3,2,2,4,4,4,1,4,4,2,1,2,4,1,4,4,4,4,2,4,3,4,2,4,4,4,4,4,4,4,4,4,4,3,3,2,4,2,2,3,4,2,2,2,3,2,2,2,4,2,4,2,2,2,2
562,Woman,White,,,,,,,,,,,3,2,2,2,3,3,3,2,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,4,2,4,4,2,3,3,3,,,,,,,,,,,,,,
563,Woman,White,,6_Fraternity,3,3,4,3,4,4,3,4,4,2,4,4,2,1,1,3,1,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,2,2,2,4,2,2,3,3,3,3,3,4,2,2,3,2,4,2,3,3,3,2
564,Woman,White,,9_Job,1,1,3,2,2,2,3,3,4,1,4,4,1,1,1,4,1,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,2,3,3,3,3,3,3,1,3,1,3,3,3,2,2,3
565,Woman,"White,Asian",,20_Other,2,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,2,2,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,2
566,Woman,White,,8_International,4,4,4,4,4,4,4,4,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,3,1,4,4,3,3,3,3,2,1,2,2,3,3,3,3,3,2
567,Woman,White,,18_Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Woman,White,,10_Community,3,3,3,3,3,3,3,3,4,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,4,2,3,3,3,3,3,3,3,2,2
569,Woman,White,,9_Job,3,3,4,2,4,4,4,3,3,1,3,3,2,2,2,4,2,3,3,4,4,3,4,4,3,3,2,4,4,4,4,4,3,2,2,1,3,3,2,3,2,3,3,3,2,3,3,4,3,4,4,3,4,4,2,1,2,1
570,Man,White,,,,,,,,,,,4,1,4,4,1,1,4,4,1,4,4,4,4,3,1,1,2,2,2,2,4,4,4,3,3,2,2,1,3,1,3,4,2,2,3,2,,,,,,,,,,,,,,
