id,gender,ethnicity,major,top,topOut1,topOut2,topOut3,topOut4,topOut5,topOut6,topOut7,topOut8,ae1,ae2,ae3,ae4,ae5,ae6,ae7,ae8,ae9,ae10,ae11,ae12,ae13,ae14,ae15,ae16,ae17,ae18,ae19,ae20,ae21,ae22,ae23,ae24,ae25,ae26,ae27,ae28,grit1,grit2,grit3,grit4,grit5,grit6,grit7,grit8,allReason1,allReason2,allReason3,allReason4,allReason5,allReason6,allReason7,allReason8,allReason9,allReason10,allReason11,allReason12,allReason13,allReason14
1651,Man,Hispanic,CV,14_Preprofessional,4,4,4,4,4,4,4,4,4,1,4,4,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
1652,Man,Hispanic,General,,,,,,,,,,3,1,4,4,3,1,4,4,1,4,4,4,4,4,2,2,4,4,4,3,3,4,3,4,2,2,2,2,2,4,3,4,1,1,4,4,,,,,,,,,,,,,,
1653,Man,Hispanic,CV,,,,,,,,,,4,1,4,4,1,1,1,3,3,4,4,4,4,3,3,3,3,2,3,2,2,3,3,4,3,4,4,4,3,3,2,4,1,1,3,3,,,,,,,,,,,,,,
1654,Man,Hispanic,Elec,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,
1655,Woman,Hispanic,CV,1_Design,3,4,3,3,4,4,3,4,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,3,3,3,3,4,4,2,4,4,4,4,4,2,4,4,2,4,4,4,4,4,2,4,4,4,4,4,3,3,4,4,4,4,4,2
1656,Woman,Hispanic,,1_Design,4,4,4,4,4,3,4,4,4,1,4,4,2,1,2,4,1,4,4,4,4,4,3,3,3,2,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1
1657,Woman,"White,Hispanic",Elec,14_Preprofessional,4,4,4,4,4,4,4,4,4,2,3,3,1,1,1,2,1,3,3,4,4,4,3,3,3,3,3,3,3,2,4,3,4,4,4,4,2,2,3,4,4,3,2,3,4,3,4,4,4,2,4,1,4,4,4,4,4,1
1658,Man,Hispanic,Mech,9_Job,4,4,4,3,4,4,4,4,4,2,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,2,4,2,3,3,2,4,2,2,2,2,4,4,4,4,4,2
1659,Man,White,CV,19_Government,3,4,4,3,4,1,2,4,4,2,4,3,2,2,2,3,2,4,3,3,3,3,3,3,3,4,3,3,2,3,4,3,3,2,2,2,4,4,4,4,3,2,3,4,2,1,4,4,4,1,3,4,4,4,2,1,3,1
1660,Man,Hispanic,Mech,17_Public,2,4,4,2,4,2,1,3,4,2,4,4,1,1,2,3,1,3,4,4,3,3,4,3,3,4,4,3,3,4,3,4,3,3,2,1,2,3,1,4,2,1,4,4,1,3,4,3,4,1,1,4,1,3,3,4,4,4
1661,Woman,"White,Hispanic",CV,19_Government,3,4,4,4,4,3,3,3,3,1,3,3,1,1,1,3,1,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,4,3,3,4,2,3,4,3,3,3,2
1662,Man,Hispanic,Mech,18_Sports,2,4,2,2,2,2,2,3,4,1,3,4,3,3,3,3,1,3,4,3,3,4,3,3,1,2,2,4,3,3,4,4,3,1,1,1,3,2,2,3,2,1,2,3,3,3,3,2,3,1,2,2,4,4,2,2,4,1
1663,Man,Hispanic,Elec,1_Design,2,4,3,3,3,1,3,2,4,1,4,4,1,2,2,4,2,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,2,2,3,2,4,2,2,3,3,1,3,3,3,4,4,4,4,4,4,4,3,4,3
1664,Man,Hispanic,,,,,,,,,,,4,2,3,2,2,2,2,3,2,3,4,4,4,3,3,2,2,2,3,3,3,3,2,4,2,3,2,2,2,2,3,3,3,4,2,3,,,,,,,,,,,,,,
1665,Woman,"White,Hispanic",CV,14_Preprofessional,4,4,4,4,4,4,4,4,4,1,4,3,1,1,1,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1666,Man,Asian,,,,,,,,,,,3,1,4,3,1,1,2,4,1,3,3,3,3,3,3,2,2,2,3,3,3,3,4,4,2,2,2,2,3,2,4,3,3,4,3,3,,,,,,,,,,,,,,
1667,Man,Hispanic,Mech,9_Job,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1668,Man,White,,,,,,,,,,,4,2,4,4,2,2,2,4,2,3,4,4,4,3,3,2,2,3,2,3,4,4,4,4,3,2,2,2,2,2,2,4,2,3,3,3,,,,,,,,,,,,,,
1669,Woman,Hispanic,Mech,,,,,,,,,,3,2,3,3,3,2,3,3,2,3,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,4,2,4,3,3,3,3,,,,,,,,,,,,,,
1670,Woman,Asian,Mech,,,,,,,,,,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,,,,,,,,,,,,,,
1671,Man,Hispanic,Mech,4_Env,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,2,3,3,3,3,3,2,3,3,3,3,3,3,3
1672,Man,Hispanic,,18_Sports,3,3,4,2,4,3,2,4,3,2,3,2,1,3,1,4,1,3,3,4,4,4,4,4,3,4,4,4,4,4,2,2,3,3,3,3,3,4,3,3,4,4,3,3,1,3,3,3,3,1,2,2,3,2,3,4,3,1
1673,Man,Hispanic,,,,,,,,,,,3,1,3,3,2,3,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,,,,,,,,,,,,,,
1674,Man,Hispanic,Elec,14_Preprofessional,3,3,3,3,3,3,3,3,4,1,4,4,2,1,1,4,2,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,3,3,3,3,3,4,2,3,2,2,3,3,3,3,3,3,3,2,3,2,3,4,3,3,2,2
1675,Man,Hispanic,Mech,19_Government,3,3,3,3,3,3,3,3,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,4,2,3,2,4,3,4,4,4,2,4,4,4,2,2,4,2,2,2,2,2,2,2
1676,Man,Hispanic,Mech,9_Job,4,4,4,4,4,4,3,4,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,2,3,3,3,4,4,4,4,4,4,4,4,4,2,4,2,4,2,1,4,4,2,3,4,4,2,4,4,3,3,4,2,1,3,3
1677,Man,"White,Native",Mech,,,,,,,,,,3,2,3,3,3,3,3,3,2,3,4,4,4,3,3,2,2,3,2,3,3,1,3,3,4,4,3,3,2,3,2,4,2,2,3,4,,,,,,,,,,,,,,
1678,Woman,Hispanic,CV,17_Public,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1679,Man,Hispanic,CV,9_Job,4,4,4,4,4,4,4,4,4,1,4,4,1,1,1,4,1,4,4,3,3,4,4,4,3,2,4,3,3,1,4,4,2,2,1,1,2,3,1,4,1,1,3,3,3,2,4,4,1,1,1,1,3,4,3,4,4,1
1680,Man,Hispanic,Elec,14_Preprofessional,,,,,,,,,4,1,4,4,1,1,1,4,1,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,,,,,,,,,,,,,,
1681,Woman,Hispanic,,,,,,,,,,,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,,,,,,,,,,,,,,
1682,Man,Hispanic,Elec,18_Sports,3,3,2,2,2,2,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1683,Man,"White,Hispanic",,,,,,,,,,,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,2,3,2,2,3,3,,,,,,,,,,,,,,
1684,Man,Hispanic,Mech,,,,,,,,,,4,1,4,4,1,2,2,3,1,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,2,2,3,3,,,,,,,,,,,,,,
1685,Man,Hispanic,,Pre-professional,4,4,4,3,4,1,4,4,4,2,4,3,1,1,1,4,1,4,4,4,3,4,4,3,3,3,4,3,3,2,4,4,4,4,2,4,3,3,3,4,3,3,2,3,3,3,3,3,4,1,3,1,4,4,4,4,4,1
1686,Other (please fill in below),"White,Native,Asian,Black,Hispanic,Hawaiian,other",Mech,17_Public,3,4,4,2,3,3,4,3,3,3,2,3,3,2,3,3,3,3,4,1,3,3,3,2,3,4,3,3,3,3,4,3,4,3,3,2,3,3,3,1,3,4,3,3,4,3,3,2,3,4,2,4,4,3,2,3,4,2
1687,Man,Hispanic,Mech,17_Public,3,3,3,3,3,3,3,3,3,1,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,2,3,2,2,3,3,3,3,2
1688,Man,White,,16_Research,3,3,3,3,3,3,3,3,3,1,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1689,Man,"White,Hispanic",Mech,,,,,,,,,,4,1,3,3,2,2,2,4,2,3,3,4,4,2,3,3,2,2,3,3,3,4,4,4,4,2,4,4,3,2,2,2,3,3,2,2,,,,,,,,,,,,,,
1690,Woman,Hispanic,CV,9_Job,2,3,3,3,2,3,3,2,4,1,3,3,2,2,2,3,1,3,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,2,4,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,2
1691,Man,"White,Hispanic",Mech,2_Culture,4,4,4,2,4,3,4,4,4,1,4,4,2,3,3,4,2,2,4,4,4,3,4,4,4,3,2,2,3,3,4,3,4,3,2,1,4,2,4,4,2,3,3,3,1,4,2,3,4,2,3,2,4,4,3,3,4,2
1692,Man,Hispanic,Mech,18_Sports,2,2,2,1,4,2,2,2,3,2,3,3,2,3,2,3,2,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,2,2,2,2,4,2,2,3,3,1
1693,Man,Hispanic,Mech,,,,,,,,,,4,1,4,3,1,1,1,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,3,,,,,,,,,,,,,,
1694,Man,Hispanic,Mech,,,,,,,,,,4,2,3,3,2,2,2,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,2,3,2,3,2,2,3,2,2,3,3,,,,,,,,,,,,,,
1695,Man,Hispanic,Sci,2_Culture,3,3,4,3,4,4,4,3,4,1,4,4,1,1,1,4,1,3,4,4,3,3,3,2,3,3,3,2,2,3,4,3,3,3,3,3,4,2,1,4,1,2,3,4,1,4,3,4,1,4,3,1,2,1,2,3,3,1
1696,Man,Black,Elec,,,,,,,,,,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,,,,,,,,,,,,,,
1697,Woman,Hispanic,Bldg,,,,,,,,,,4,1,4,3,2,2,2,4,2,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,2,4,2,4,2,2,4,4,,,,,,,,,,,,,,
1698,Woman,Hispanic,Elec,12_Military,4,4,4,4,4,4,4,4,4,1,4,4,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,3,4,2,2,2,2,2,3,3,3,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1699,Man,Hispanic,Mech,,,,,,,,,,4,1,4,4,1,1,1,3,1,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,4,4,3,2,3,3,4,2,2,3,3,,,,,,,,,,,,,,
1700,Man,Hispanic,,14_Preprofessional,3,3,3,1,3,3,3,2,4,1,3,3,1,1,1,4,1,4,4,4,4,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,4,4,4,4,3,1,3,1,4,4,2,1,3,3
1701,Man,Asian,,,,,,,,,,,2,3,2,2,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,3,3,3,2,2,3,3,3,3,3,2,2,3,2,3,2,3,,,,,,,,,,,,,,
1702,Woman,Hispanic,CV,2_Culture,3,3,4,3,4,3,3,3,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,2,2,3,3,3,1,3,3,3,3,2,2,3,2
1703,Man,Hispanic,,,,,,,,,,,3,1,4,4,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,,,,,,,,,,,,,,
1704,Man,Hispanic,Mech,,,,,,,,,,3,2,3,1,2,3,3,4,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,4,2,2,3,3,,,,,,,,,,,,,,
1705,Man,Hispanic,Mech,9_Job,4,4,4,4,4,4,4,4,3,4,2,1,4,3,3,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
1706,Woman,Hispanic,,19_Government,4,4,4,4,4,4,4,4,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
1707,Woman,Hispanic,,17_Public,3,4,4,4,4,3,4,4,4,1,4,4,4,4,2,3,1,1,4,4,4,4,3,1,3,2,3,3,3,3,3,3,2,3,3,2,4,2,3,3,2,2,4,3,1,3,3,3,3,4,4,2,2,4,3,1,4,1
1708,Woman,"White,Hispanic",,9_Job,4,4,4,4,4,4,4,4,4,2,4,4,2,2,2,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,2,4,4,4,4,4,4,4,2,2,2,4,4,2,2,2,2
1709,Man,Asian,CV,,,,,,,,,,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,,,,,,,,,,,,,,
1710,Woman,Hispanic,CV,,,,,,,,,,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,
1711,Man,Hispanic,Elec,3_Eng,3,4,3,3,3,3,4,3,4,2,3,3,2,2,2,3,2,4,4,4,4,4,2,2,2,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,2
1712,Woman,"White,Hispanic",,,,,,,,,,,3,2,3,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,,,,,,,,,,,,,,
1713,Man,Hispanic,Elec,1_Design,3,3,3,4,3,2,4,2,3,2,3,3,2,3,3,3,1,3,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,4,3,3,2,3,3,3,4,2,2,3,2
1714,Man,Hispanic,Mech,,,,,,,,,,4,2,3,3,2,2,2,3,2,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,
1715,Woman,Hispanic,,14_Preprofessional,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,3,4,4,2,3,3,4,4,4,4,4,4,3,1,1,1,2,4,1,4,1,1,3,3,,,,,1,,,,4,4,,,4,
1716,Man,Black,Mech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Man,Hispanic,,9_Job,3,3,3,3,3,3,3,3,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,1,1,4,3,3,4,4,3,4,2,3,3,3,3,3,2,3,3
1718,Woman,Hispanic,CV,9_Job,2,3,4,4,4,3,4,2,4,1,4,4,1,1,1,3,1,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,2,3,1,4,2,1,3,4,2,2,4,4,1,1,2,3,4,4,1,1,3,1
1719,Man,Hispanic,,Pre-professional,3,3,3,3,3,3,3,3,4,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1720,Man,Hispanic,Elec,18_Sports,3,3,3,1,3,3,3,3,4,2,3,4,2,1,2,3,2,4,4,4,3,3,4,4,3,4,3,3,3,4,4,4,2,2,2,2,1,2,3,3,1,1,3,3,3,3,3,3,4,3,3,3,4,3,3,4,2,1
1721,Man,White,CV,18_Sports,4,4,3,3,3,4,3,4,4,1,3,3,3,3,3,3,2,3,3,4,4,4,4,4,3,3,2,3,4,3,4,4,4,4,4,2,3,2,2,4,2,1,3,3,3,3,3,3,3,4,2,4,4,4,4,2,3,4
1722,Woman,Hispanic,CV,6_Fraternity,4,4,4,4,4,4,4,4,4,1,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,2,3,4,4,2,4,4,3,4,4,2,3,4,2
1723,Woman,Hispanic,Elec,14_Preprofessional,2,2,4,4,4,3,4,3,4,2,4,4,3,2,2,4,2,3,4,4,4,3,3,2,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3
1724,Man,"White,Hispanic",Mech,1_Design,4,4,4,4,4,4,4,4,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,2,2,4,4,3,3,3,4,3,1,4,4,4,4,4,2,4,1
1725,Man,Hispanic,Mech,3_Eng,4,4,4,4,4,4,4,4,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2
1726,Man,Hispanic,Mech,,,,,,,,,,3,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,2,3,3,,,,,,,,,,,,,,
1727,Man,Hispanic,Mech,14_Preprofessional,4,4,3,4,4,3,4,4,4,1,4,4,1,1,1,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,2,3,3,4,4,4,4,4,1,4,4,4,4,4,2,4,1
1728,Man,Hispanic,Mech,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,3,4,2,3,4,4,,,,,,,,,,,,,,
1729,Woman,Hispanic,Mech,1_Design,4,4,4,4,4,4,4,4,3,2,3,3,2,3,3,3,2,3,4,4,4,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,4,3,2,3,3,2,2,2,3,4,2,3,4,3,4,2,1,2,1
1730,Woman,Hispanic,Mech,14_Preprofessional,3,3,3,3,3,2,3,3,4,3,3,4,2,2,2,4,1,3,4,4,4,4,4,3,3,3,4,3,3,3,4,3,3,3,1,1,3,3,2,4,1,1,4,3,1,1,1,3,3,1,3,3,4,4,4,4,4,2
1731,Man,White,Mech,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,3,4,3,2,2,2,1,3,3,1,4,1,1,1,1,2,1,1,3,1,1,3,3,,,,,,,,,,,,,,
1732,Woman,"White,Hispanic",Elec,17_Public,3,3,3,1,3,3,4,3,4,1,4,3,3,1,3,3,2,3,3,4,4,2,2,3,3,2,4,4,3,4,4,3,4,4,4,2,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,4,4,4,3,1,3,1
1733,Man,Hispanic,Mech,15_Professional,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,3,2
1734,Man,Hispanic,,,,,,,,,,,3,2,2,2,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,4,2,2,,,,,,,,,,,,,,
1735,Man,Hispanic,Elec,18_Sports,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2
1736,Woman,Hispanic,Elec,,,,,,,,,,3,1,3,2,2,3,3,3,2,3,2,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,,,,,,,,,,,,,,
1737,Man,Hispanic,Elec,9_Job,4,4,4,4,4,4,4,4,4,2,4,4,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,2,3,4,4,4,4,4,3,2,2,2,2,4,4,4,4,4,2
1738,Man,"White,Hispanic",Bio,3_Eng,3,4,3,2,3,2,3,3,3,2,3,3,2,3,3,3,2,4,4,4,4,3,4,3,2,3,2,3,3,3,3,3,3,3,3,3,4,2,3,3,2,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2
1739,Man,Black,Mech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Woman,Hispanic,CV,16_Research,3,3,3,3,3,3,3,3,3,1,3,3,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1741,Man,Hispanic,CV,14_Preprofessional,4,2,4,,4,3,3,4,4,1,3,3,1,1,1,3,1,3,3,4,4,4,3,4,2,3,3,4,4,3,4,4,4,4,4,4,4,2,3,4,2,3,3,4,4,4,4,4,4,1,4,3,4,4,3,1,3,1
1742,Man,Hispanic,,14_Preprofessional,4,4,4,4,4,4,4,4,3,3,2,2,4,4,4,2,3,4,4,4,4,4,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,,4,4,4,4,4,4,4
1743,Man,Hispanic,Mech,,,,,,,,,,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,4,3,3,3,3,4,4,3,3,3,2,3,3,3,4,3,3,3,2,,,,,,,,,,,,,,
1744,Man,Hispanic,,1_Design,3,3,4,4,4,3,4,4,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,4,2,1,4,4,3,3,3,4,2,1,2,2,4,4,3,2,2,1
1745,Man,Hispanic,Mech,,,,,,,,,,4,1,4,4,1,2,2,3,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,3,,,,,,,,,,,,,,
1746,Man,Hispanic,CV,14_Preprofessional,4,4,4,3,3,4,4,3,3,2,3,3,2,1,1,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
1747,Man,Hispanic,CV,,,,,,,,,,3,3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,1,3,3,3,2,2,2,2,2,2,3,2,4,4,3,3,2,3,,,,,,,,,,,,,,
1748,Man,White,Mech,18_Sports,3,4,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,4,3,4,3,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,4,3
1749,Other (please fill in below),"White,Hispanic",Mech,7_Coeducation,3,3,4,4,4,4,4,3,4,1,4,4,1,1,1,4,1,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,4,2,4,2,3,3,4,3,4,4,4,4,4,4,3,4,4,2,2,3,2
1750,Man,White,Mech,,,,,,,,,,3,2,3,2,2,2,2,3,2,3,4,4,4,4,3,4,3,4,3,3,3,2,4,4,4,4,2,3,3,3,2,3,2,3,4,4,,,,,,,,,,,,,,
1751,Man,Black,Mech,9_Job,4,4,3,4,4,4,4,3,4,1,3,4,2,2,2,4,1,4,3,3,3,4,3,3,3,4,3,3,3,3,4,4,2,2,3,2,2,4,1,4,1,1,3,4,4,4,4,3,1,3,3,3,3,4,2,2,3,1
1752,Woman,Black,CV,,,,,,,,,,4,2,3,4,2,3,2,4,2,4,4,4,4,4,3,4,2,3,3,3,3,3,4,4,4,4,4,4,2,3,2,4,2,1,4,4,,,,,,,,,,,,,,
1753,Man,Black,Mech,15_Professional,3,4,4,4,4,4,4,4,4,1,4,4,1,1,1,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,2,2,3,2,4,2,2,4,4,2,2,2,2,2,2,2,4,4,4,2,2,2,2
1754,Man,other,,,,,,,,,,,4,2,3,3,2,3,3,3,2,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,1,2,2,2,3,3,2,,,,,,,,,,,,,,
1755,Man,Hispanic,Mech,,,,,,,,,,2,3,2,2,3,3,2,3,2,3,3,3,3,4,3,3,3,2,2,2,3,2,4,3,4,3,4,3,2,3,2,3,3,2,3,4,,,,,,,,,,,,,,
1756,Man,Asian,Mech,,,,,,,,,,4,1,1,3,3,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,
1757,Woman,Asian,Mech,9_Job,4,3,4,4,4,4,4,4,4,1,4,4,1,1,1,4,1,4,3,4,4,4,4,4,3,3,3,4,4,3,3,3,4,3,2,3,1,3,2,4,2,1,4,4,3,4,1,3,1,1,1,1,4,3,2,2,2,1
1758,Man,Hispanic,Elec,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,2,3,1,1,4,4,,,,,,,,,,,,,,
